06:00:00;11.1
06:01:30;22.4
06:03:00;15.0
06:04:30;21.6
06:06:00;16.4
06:07:30;15.9
06:09:00;16.9
06:10:30;21.5
06:12:00;10.6
06:13:30;22.1
06:15:00;12.6
06:16:30;15.6
06:18:00;12.3
06:19:30;19.6
06:21:00;16.1
06:22:30;23.8
06:24:00;20.6
06:25:30;14.5
06:27:00;10.5
06:28:30;11.6
06:30:00;23.1
06:31:30;10.6
06:33:00;21.3
06:34:30;12.1
06:36:00;22.9
06:37:30;11.9
06:39:00;17.3
06:40:30;13.3
06:42:00;23.3
06:43:30;18.7
06:45:00;13.1
06:46:30;20.9
06:48:00;15.8
06:49:30;12.9
06:51:00;11.0
06:52:30;18.2
06:54:00;21.2
06:55:30;17.5
06:57:00;23.4
06:58:30;17.7
07:00:00;15.4
07:01:30;10.1
07:03:00;22.2
07:04:30;14.7
07:06:00;16.7
07:07:30;17.7
07:09:00;10.5
07:10:30;15.1
07:12:00;22.9
07:13:30;23.4
07:15:00;18.1
07:16:30;22.0
07:18:00;20.5
07:19:30;20.1
07:21:00;15.8
07:22:30;23.5
07:24:00;17.3
07:25:30;10.9
07:27:00;12.0
07:28:30;12.3
07:30:00;19.0
07:31:30;22.9
07:33:00;20.4
07:34:30;13.6
07:36:00;22.6
07:37:30;20.9
07:39:00;10.1
07:40:30;13.4
07:42:00;23.9
07:43:30;22.9
07:45:00;15.5
07:46:30;13.6
07:48:00;22.0
07:49:30;15.3
07:51:00;18.0
07:52:30;19.5
07:54:00;23.0
07:55:30;10.9
07:57:00;13.1
07:58:30;23.7
08:00:00;22.6
08:01:30;22.6
08:03:00;24.4
08:04:30;17.8
08:06:00;11.8
08:07:30;17.7
08:09:00;10.7
08:10:30;24.6
08:12:00;12.9
08:13:30;18.1
08:15:00;20.2
08:16:30;20.7
08:18:00;22.8
08:19:30;23.3
08:21:00;19.7
08:22:30;12.1
08:24:00;22.8
08:25:30;22.4
08:27:00;11.0
08:28:30;10.4
08:30:00;20.3
08:31:30;19.4
08:33:00;11.0
08:34:30;24.0
08:36:00;16.8
08:37:30;11.7
08:39:00;22.4
08:40:30;22.4
08:42:00;10.6
08:43:30;12.3
08:45:00;21.0
08:46:30;10.2
08:48:00;24.6
08:49:30;22.4
08:51:00;21.5
08:52:30;22.8
08:54:00;23.5
08:55:30;12.9
08:57:00;23.9
08:58:30;20.3
09:00:00;19.4
09:01:30;17.9
09:03:00;13.2
09:04:30;15.8
09:06:00;11.7
09:07:30;17.6
09:09:00;23.5
09:10:30;23.1
09:12:00;11.9
09:13:30;11.7
09:15:00;19.1
09:16:30;21.5
09:18:00;16.5
09:19:30;15.4
09:21:00;24.2
09:22:30;14.3
09:24:00;22.7
09:25:30;18.4
09:27:00;18.9
09:28:30;19.3
09:30:00;21.9
09:31:30;21.9
09:33:00;12.0
09:34:30;15.6
09:36:00;20.8
09:37:30;15.9
09:39:00;15.1
09:40:30;19.8
09:42:00;21.9
09:43:30;10.0
09:45:00;21.9
09:46:30;18.1
09:48:00;23.5
09:49:30;21.8
09:51:00;10.2
09:52:30;13.0
09:54:00;12.5
09:55:30;24.0
09:57:00;14.9
09:58:30;21.5
10:00:00;14.0
10:01:30;13.1
10:03:00;21.3
10:04:30;13.5
10:06:00;24.9
10:07:30;11.5
10:09:00;18.8
10:10:30;21.6
10:12:00;20.6
10:13:30;12.9
10:15:00;17.6
10:16:30;12.8
10:18:00;14.0
10:19:30;20.8
10:21:00;14.1
10:22:30;23.0
10:24:00;25.0
10:25:30;21.9
10:27:00;21.2
10:28:30;20.5
10:30:00;14.4
10:31:30;21.0
10:33:00;15.5
10:34:30;22.6
10:36:00;22.7
10:37:30;20.7
10:39:00;13.1
10:40:30;16.7
10:42:00;18.1
10:43:30;24.0
10:45:00;24.5
10:46:30;15.5
10:48:00;11.9
10:49:30;12.1
10:51:00;13.4
10:52:30;20.9
10:54:00;15.6
10:55:30;19.8
10:57:00;18.3
10:58:30;13.1
11:00:00;19.4
11:01:30;23.1
11:03:00;13.4
11:04:30;20.8
11:06:00;10.6
11:07:30;21.1
11:09:00;22.7
11:10:30;23.0
11:12:00;10.1
11:13:30;16.3
11:15:00;23.6
11:16:30;20.2
11:18:00;10.0
11:19:30;22.0
11:21:00;13.8
11:22:30;24.3
11:24:00;13.3
11:25:30;23.5
11:27:00;11.5
11:28:30;13.7
11:30:00;14.8
11:31:30;15.9
11:33:00;17.7
11:34:30;16.8
11:36:00;19.8
11:37:30;18.2
11:39:00;18.7
11:40:30;23.7
11:42:00;15.9
11:43:30;25.0
11:45:00;13.4
11:46:30;12.9
11:48:00;13.0
11:49:30;23.3
11:51:00;12.6
11:52:30;15.1
11:54:00;15.4
11:55:30;19.0
11:57:00;21.3
11:58:30;19.2
12:00:00;10.8
12:01:30;14.9
12:03:00;13.0
12:04:30;20.7
12:06:00;23.0
12:07:30;19.6
12:09:00;15.6
12:10:30;22.8
12:12:00;15.8
12:13:30;22.2
12:15:00;16.0
12:16:30;24.2
12:18:00;21.0
12:19:30;22.2
12:21:00;17.0
12:22:30;19.3
12:24:00;14.9
12:25:30;11.4
12:27:00;15.9
12:28:30;13.8
12:30:00;23.3
12:31:30;12.5
12:33:00;13.8
12:34:30;23.8
12:36:00;14.3
12:37:30;14.8
12:39:00;12.3
12:40:30;17.0
12:42:00;12.8
12:43:30;16.9
12:45:00;12.2
12:46:30;13.4
12:48:00;15.5
12:49:30;20.8
12:51:00;22.5
12:52:30;11.4
12:54:00;16.0
12:55:30;12.9
12:57:00;21.6
12:58:30;23.5
13:00:00;18.4
13:01:30;13.8
13:03:00;19.9
13:04:30;21.3
13:06:00;15.0
13:07:30;18.4
13:09:00;14.1
13:10:30;15.9
13:12:00;23.4
13:13:30;20.5
13:15:00;14.4
13:16:30;17.4
13:18:00;13.2
13:19:30;10.0
13:21:00;12.8
13:22:30;22.8
13:24:00;12.5
13:25:30;18.2
13:27:00;14.1
13:28:30;13.5
13:30:00;21.2
13:31:30;18.9
13:33:00;11.1
13:34:30;16.3
13:36:00;14.6
13:37:30;21.1
13:39:00;23.4
13:40:30;20.3
13:42:00;21.0
13:43:30;15.0
13:45:00;20.0
13:46:30;11.1
13:48:00;20.2
13:49:30;17.4
13:51:00;16.5
13:52:30;22.7
13:54:00;15.5
13:55:30;13.6
13:57:00;22.8
13:58:30;23.4
14:00:00;22.0
14:01:30;13.5
14:03:00;18.6
14:04:30;22.9
14:06:00;24.5
14:07:30;20.4
14:09:00;13.5
14:10:30;22.5
14:12:00;18.3
14:13:30;21.9
14:15:00;14.9
14:16:30;11.1
14:18:00;10.6
14:19:30;22.7
14:21:00;17.9
14:22:30;18.1
14:24:00;17.7
14:25:30;14.4
14:27:00;14.3
14:28:30;14.4
14:30:00;13.2
14:31:30;19.9
14:33:00;14.6
14:34:30;10.5
14:36:00;13.3
14:37:30;21.3
14:39:00;10.7
14:40:30;23.2
14:42:00;22.4
14:43:30;14.9
14:45:00;24.5
14:46:30;10.3
14:48:00;23.1
14:49:30;22.9
14:51:00;15.4
14:52:30;10.5
14:54:00;13.7
14:55:30;22.7
14:57:00;12.8
14:58:30;24.7
15:00:00;12.2
15:01:30;12.4
15:03:00;10.7
15:04:30;14.2
15:06:00;10.4
15:07:30;11.5
15:09:00;17.6
15:10:30;24.3
15:12:00;13.7
15:13:30;17.2
15:15:00;19.6
15:16:30;10.7
15:18:00;18.8
15:19:30;17.3
15:21:00;18.8
15:22:30;18.9
15:24:00;10.7
15:25:30;12.5
15:27:00;22.4
15:28:30;12.1
15:30:00;20.9
15:31:30;23.2
15:33:00;14.1
15:34:30;18.0
15:36:00;16.4
15:37:30;17.6
15:39:00;10.1
15:40:30;22.7
15:42:00;23.4
15:43:30;11.8
15:45:00;22.2
15:46:30;21.7
15:48:00;16.7
15:49:30;14.6
15:51:00;16.5
15:52:30;14.7
15:54:00;17.3
15:55:30;20.4
15:57:00;12.6
15:58:30;12.1
16:00:00;12.7
16:01:30;10.9
16:03:00;12.4
16:04:30;13.7
16:06:00;11.8
16:07:30;22.9
16:09:00;20.1
16:10:30;11.2
16:12:00;11.3
16:13:30;15.9
16:15:00;21.4
16:16:30;11.6
16:18:00;14.1
16:19:30;24.8
16:21:00;12.4
16:22:30;18.2
16:24:00;14.7
16:25:30;13.7
16:27:00;15.5
16:28:30;13.3
16:30:00;21.6
16:31:30;11.7
16:33:00;10.7
16:34:30;21.4
16:36:00;14.1
16:37:30;19.9
16:39:00;20.3
16:40:30;13.4
16:42:00;18.0
16:43:30;12.3
16:45:00;12.6
16:46:30;12.9
16:48:00;10.1
16:49:30;19.6
16:51:00;11.9
16:52:30;19.0
16:54:00;19.8
16:55:30;19.4
16:57:00;15.7
16:58:30;14.0
17:00:00;19.7
17:01:30;16.3
17:03:00;23.0
17:04:30;13.8
17:06:00;20.1
17:07:30;24.7
17:09:00;15.0
17:10:30;21.1
17:12:00;15.5
17:13:30;14.4
17:15:00;12.2
17:16:30;13.7
17:18:00;14.0
17:19:30;14.7
17:21:00;16.1
17:22:30;22.4
17:24:00;13.6
17:25:30;20.5
17:27:00;22.7
17:28:30;21.2
17:30:00;17.7
17:31:30;10.3
17:33:00;17.7
17:34:30;10.7
17:36:00;21.4
17:37:30;13.9
17:39:00;19.5
17:40:30;20.5
17:42:00;11.6
17:43:30;12.6
17:45:00;14.8
17:46:30;17.8
17:48:00;12.5
17:49:30;16.5
17:51:00;22.4
17:52:30;16.7
17:54:00;17.7
17:55:30;16.6
17:57:00;17.4
17:58:30;11.1
18:00:00;21.9
18:01:30;10.7
18:03:00;10.3
18:04:30;10.5
18:06:00;21.7
18:07:30;18.1
18:09:00;22.0
18:10:30;11.5
18:12:00;15.1
18:13:30;13.1
18:15:00;15.0
18:16:30;22.8
18:18:00;20.8
18:19:30;18.5
18:21:00;22.1
18:22:30;20.8
18:24:00;18.8
18:25:30;16.5
18:27:00;14.4
18:28:30;20.6
18:30:00;11.8
18:31:30;11.6
18:33:00;24.0
18:34:30;16.4
18:36:00;20.4
18:37:30;15.5
18:39:00;10.2
18:40:30;16.2
18:42:00;22.0
18:43:30;15.1
18:45:00;17.1
18:46:30;12.6
18:48:00;19.0
18:49:30;23.2
18:51:00;21.8
18:52:30;10.4
18:54:00;11.2
18:55:30;22.0
18:57:00;22.6
18:58:30;14.0
19:00:00;12.7
19:01:30;10.1
19:03:00;17.3
19:04:30;22.3
19:06:00;11.0
19:07:30;23.7
19:09:00;10.9
19:10:30;13.7
19:12:00;10.0
19:13:30;13.6
19:15:00;15.9
19:16:30;10.9
19:18:00;18.8
19:19:30;18.3
19:21:00;24.4
19:22:30;15.9
19:24:00;22.6
19:25:30;20.6
19:27:00;16.7
19:28:30;24.1
19:30:00;18.4
19:31:30;21.0
19:33:00;17.6
19:34:30;22.9
19:36:00;18.0
19:37:30;23.9
19:39:00;22.6
19:40:30;18.0
19:42:00;15.9
19:43:30;19.7
19:45:00;12.9
19:46:30;10.6
19:48:00;24.2
19:49:30;23.8
19:51:00;12.0
19:52:30;13.8
19:54:00;10.5
19:55:30;12.9
19:57:00;13.4
19:58:30;13.3
20:00:00;21.9
20:01:30;16.7
20:03:00;21.0
20:04:30;21.1
20:06:00;14.9
20:07:30;13.0
20:09:00;24.0
20:10:30;19.0
20:12:00;10.5
20:13:30;17.1
20:15:00;15.3
20:16:30;22.6
20:18:00;20.0
20:19:30;13.3
20:21:00;20.5
20:22:30;15.9
20:24:00;16.3
20:25:30;20.4
20:27:00;12.0
20:28:30;16.3
20:30:00;21.8
20:31:30;11.9
20:33:00;16.2
20:34:30;19.0
20:36:00;16.3
20:37:30;16.2
20:39:00;17.3
20:40:30;15.1
20:42:00;21.2
20:43:30;24.5
20:45:00;19.5
20:46:30;22.5
20:48:00;10.2
20:49:30;22.9
20:51:00;14.4
20:52:30;18.4
20:54:00;12.4
20:55:30;16.0
20:57:00;16.5
20:58:30;15.9
21:00:00;20.7
21:01:30;17.3
21:03:00;13.9
21:04:30;21.1
21:06:00;22.4
21:07:30;22.1
21:09:00;12.8
21:10:30;10.1
21:12:00;19.4
21:13:30;15.6
21:15:00;21.8
21:16:30;10.3
21:18:00;24.0
21:19:30;11.9
21:21:00;20.9
21:22:30;19.5
21:24:00;20.5
21:25:30;15.2
21:27:00;16.6
21:28:30;17.5
21:30:00;20.8
21:31:30;22.1
21:33:00;10.3
21:34:30;23.2
21:36:00;20.5
21:37:30;11.7
21:39:00;14.9
21:40:30;21.9
21:42:00;14.6
21:43:30;10.4
21:45:00;13.3
21:46:30;20.4
21:48:00;15.0
21:49:30;16.2
21:51:00;22.1
21:52:30;10.9
21:54:00;14.8
21:55:30;17.8
21:57:00;22.8
21:58:30;16.9
22:00:00;14.9
22:01:30;15.5
22:03:00;17.1
22:04:30;21.5
22:06:00;10.0
22:07:30;21.4
22:09:00;14.4
22:10:30;20.5
22:12:00;15.2
22:13:30;13.8
22:15:00;13.3
22:16:30;14.0
22:18:00;15.7
22:19:30;25.0
22:21:00;18.7
22:22:30;22.4
22:24:00;13.4
22:25:30;22.7
22:27:00;20.2
